measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Number,2015,239087.29019351932,255060.6093071226,222440.7121458284
Deaths,Global,Both,All ages,Multiple myeloma,Number,2015,99087.08846463995,107166.05550510855,88101.19029702022
Deaths,Global,Both,All ages,Leukemia,Number,2015,303255.0798845361,330523.5206063,266223.2506894791
Deaths,Global,Both,All ages,Other malignant neoplasms,Number,2015,197330.5555161029,211368.65879872002,176466.54960900356
Deaths,Global,Both,All ages,Other neoplasms,Number,2015,46958.30359205533,54339.18150441086,40641.39184596723
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2015,4752.521729538036,5288.172660548558,4062.1303839365055
Deaths,Global,Both,All ages,Larynx cancer,Number,2013,102702.82276247905,107643.05445483475,97045.47594755967
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2013,1725138.367992757,1815191.489501183,1615732.8376155265
Deaths,Global,Both,All ages,Eye cancer,Number,2016,10132.531775932039,11845.06190357457,7985.603152470261
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2016,46407.60263917985,56331.19894888531,40826.97795518027
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2016,61096.549036708835,67066.85180098466,49510.169184765524
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2013,4509.835299416153,4992.250236593034,3908.3823588500977
Deaths,Global,Both,All ages,Breast cancer,Number,2016,602614.2765852079,631002.1702761842,565415.7248047087
Deaths,Global,Both,All ages,Cervical cancer,Number,2016,278212.8585738433,297984.4665463343,260264.85022171534
Deaths,Global,Both,All ages,Uterine cancer,Number,2016,85922.28227483438,93856.37801521286,76984.74595576795
Deaths,Global,Both,All ages,Prostate cancer,Number,2016,385858.91579090705,410689.71498556185,341944.96187305596
Deaths,Global,Both,All ages,Colon and rectum cancer,Number,2016,938399.8300154171,988688.4295991282,861152.0635146352
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Number,2016,183877.72847650424,194177.88245484742,172417.1766417782
Deaths,Global,Both,All ages,Nasopharynx cancer,Number,2016,68559.68692995599,74534.45245857758,63239.77708537357
Deaths,Global,Both,All ages,Other pharynx cancer,Number,2016,85529.56700625703,91199.2919607484,80382.77696189465
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2016,152961.0616481811,172494.75611435596,127051.66107158565
Deaths,Global,Both,All ages,Pancreatic cancer,Number,2016,440929.2148703707,464171.38636519,404047.5713522524
Deaths,Global,Both,All ages,Malignant skin melanoma,Number,2016,58859.64950801568,62638.89609611511,53068.57535219703
Deaths,Global,Both,All ages,Non-melanoma skin cancer,Number,2016,51426.25367068211,56007.33647031434,44216.71803170975
Deaths,Global,Both,All ages,Ovarian cancer,Number,2016,165917.4839963198,175917.10312155852,150724.27852857602
Deaths,Global,Both,All ages,Testicular cancer,Number,2016,10432.467708760698,10855.118295308816,10056.822800223843
Deaths,Global,Both,All ages,Kidney cancer,Number,2016,147554.03589934786,153589.7799270976,138078.4336894163
Deaths,Global,Both,All ages,Bladder cancer,Number,2016,200249.31199250955,215378.31091792276,182172.20823999264
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Number,2016,237614.76827818065,269074.1536057855,208614.8620805613
Deaths,Global,Both,All ages,Thyroid cancer,Number,2016,40251.238518108024,43387.53785060771,35712.68744997226
Deaths,Global,Both,All ages,Mesothelioma,Number,2016,28341.73917676298,29905.00768311192,26279.429715999704
Deaths,Global,Both,All ages,Hodgkin lymphoma,Number,2016,27924.53329555945,35395.571994544574,20885.977345309988
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Number,2016,243935.55536449997,260988.53013073083,224554.7149700993
Deaths,Global,Both,All ages,Multiple myeloma,Number,2016,102845.7099850789,111439.51736713674,92124.6842037073
Deaths,Global,Both,All ages,Leukemia,Number,2016,307867.654489738,332530.9061788326,269485.1691217309
Deaths,Global,Both,All ages,Eye cancer,Number,2018,10379.172331691856,12013.763230768158,8095.273746277948
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2018,48979.380421698515,59629.876915301924,43090.61107040934
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2018,63573.653705228855,70320.58336042124,51382.69351512915
Deaths,Global,Both,All ages,Other malignant neoplasms,Number,2016,202055.61593060553,216549.386043785,180431.35096681322
Deaths,Global,Both,All ages,Other neoplasms,Number,2016,49011.53583187705,56190.81988274568,42486.442370798344
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2016,4886.703018243828,5461.339155997777,4123.1207503548085
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2018,5122.2211878254675,5782.184340391232,4293.248903267803
Deaths,Global,Both,All ages,Eye cancer,Number,2012,9462.57959638004,10982.369920364164,7574.509277495769
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2012,42228.00588262268,51218.26546083974,36942.468001912515
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2012,56083.88812410688,61411.48147246206,45122.12024218194
Deaths,Global,Both,All ages,Breast cancer,Number,2018,635733.8571289058,669105.8603356064,595372.0404252214
Deaths,Global,Both,All ages,Cervical cancer,Number,2018,287922.01092235453,307723.4294010527,267383.4897947119
Deaths,Global,Both,All ages,Uterine cancer,Number,2018,91729.27522500553,100122.67748250256,82247.72737688878
Deaths,Global,Both,All ages,Prostate cancer,Number,2018,406893.68995824904,438557.9975351914,358683.0804041143
Deaths,Global,Both,All ages,Colon and rectum cancer,Number,2018,983973.9999611013,1043490.8270490693,909529.1886284575
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Number,2018,194984.37683678506,205164.02482441725,181302.0901451006
Deaths,Global,Both,All ages,Nasopharynx cancer,Number,2018,71217.09001989634,78330.68148838783,64630.93170752498
Deaths,Global,Both,All ages,Other pharynx cancer,Number,2018,92527.80174209698,97382.96742170281,87661.74590088788
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Number,2018,161905.38992715135,181108.78312625407,133635.25531849317
Deaths,Global,Both,All ages,Pancreatic cancer,Number,2018,470965.53916155273,498348.5231041372,433400.1998820419
Deaths,Global,Both,All ages,Malignant skin melanoma,Number,2018,60032.628136535575,64150.72980031018,53856.201183124955
Deaths,Global,Both,All ages,Non-melanoma skin cancer,Number,2018,53585.027409339455,58324.45735230931,46126.0903712944
Deaths,Global,Both,All ages,Ovarian cancer,Number,2018,174180.4934281054,185406.87524310764,156889.72373027765
Deaths,Global,Both,All ages,Testicular cancer,Number,2018,11049.368863763299,11519.607156739836,10553.789032925093
Deaths,Global,Both,All ages,Kidney cancer,Number,2018,152884.96373694288,159418.56560100772,142946.4916670657
Deaths,Global,Both,All ages,Bladder cancer,Number,2018,208740.54166512153,224912.91104214112,191128.75132213766
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Number,2018,248089.13438673862,284684.54076275276,215551.04536321523
Deaths,Global,Both,All ages,Thyroid cancer,Number,2018,42103.51454556694,45419.442398809915,37595.14443320564
Deaths,Global,Both,All ages,Mesothelioma,Number,2018,28655.772238004152,30319.365780393855,26555.831643580303
Deaths,Global,Both,All ages,Hodgkin lymphoma,Number,2018,28028.78472288654,35460.47620188812,20922.890387780193
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Number,2018,254902.86644517127,274061.5219608353,235360.70878536074
Deaths,Global,Both,All ages,Multiple myeloma,Number,2018,108855.75903294099,118140.02998210223,96214.4765573547
Deaths,Global,Both,All ages,Leukemia,Number,2018,315636.38911941915,344949.2950240923,275882.13628824893
Deaths,Global,Both,All ages,Esophageal cancer,Number,2018,498913.6971881502,555769.9236573795,447208.8914435352
Deaths,Global,Both,All ages,Stomach cancer,Number,2018,922469.8386174649,1034588.1368824781,785965.8829559376
Deaths,Global,Both,All ages,Liver cancer,Number,2018,463140.2610075927,513682.51602727216,422999.2170273564
Deaths,Global,Both,All ages,Larynx cancer,Number,2018,112227.39348419712,118586.98666554611,105848.30442309957
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2018,1891612.322194345,2044187.3257519833,1737999.6086709106
Deaths,Global,Both,All ages,Eye cancer,Number,2014,9787.412447078577,11353.388813730562,7735.850699331552
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2014,43852.89502851239,53301.20869193769,38493.69812027202
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2014,58424.30482839552,64138.00106034621,47018.11252119947
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2012,4364.988062498004,4834.773253479515,3795.895000631702
Deaths,Global,Both,All ages,Other malignant neoplasms,Number,2018,213148.97490109215,228893.31039770643,190961.18735823143
Deaths,Global,Both,All ages,Other neoplasms,Number,2018,52379.704305061794,60395.493032934326,45107.293165186325
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2014,4634.598513521588,5147.395427684096,3995.6272700383224
Deaths,Global,Both,All ages,Eye cancer,Number,2017,10272.325809707414,11979.136122554279,8070.130575604554
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2017,47855.00017294591,58084.76025183359,41982.30985455255
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2017,62413.430900434694,68956.30483621689,49955.71541409121
Deaths,Global,Both,All ages,Esophageal cancer,Number,2014,459462.81166997313,499144.6238299844,420001.1825458149
Deaths,Global,Both,All ages,Stomach cancer,Number,2014,891611.2116174866,988864.0423360253,784983.188653798
Deaths,Global,Both,All ages,Liver cancer,Number,2014,429531.27787813975,455613.4789874684,399831.1848901547
Deaths,Global,Both,All ages,Larynx cancer,Number,2014,104043.27313428544,109668.02521739088,98580.66681862912
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2014,1754615.846893546,1856503.3533956774,1643063.135124483
Deaths,Global,Both,All ages,Eye cancer,Number,2019,10514.302256812107,12280.350555849238,8199.92819974473
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2019,49705.28961179269,59821.8527140267,43389.93002328407
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2019,64579.78089595208,71723.04325301843,52625.42189521386
Deaths,Global,Both,All ages,Esophageal cancer,Number,2012,456959.0262277358,494629.5553460754,420835.1316677685
Deaths,Global,Both,All ages,Stomach cancer,Number,2012,894580.7904925104,972045.4289320341,776108.4036848105
Deaths,Global,Both,All ages,Liver cancer,Number,2012,400685.5912227571,427792.4054078518,376727.27030641126
Deaths,Global,Both,All ages,Larynx cancer,Number,2012,101572.30841978294,106828.291529112,96478.2788277922
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2012,1697623.2109774812,1784342.9380329053,1597868.2105056373
Deaths,Global,Both,All ages,Eye cancer,Number,2020,10444.888305870629,12198.593912338267,8050.0496626272125
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2020,49773.89538166172,60507.34267700699,43358.11780946312
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2020,65261.80672773004,72720.59431791422,52984.511669014435
Deaths,Global,Both,All ages,Neuroblastoma and other peripheral nervous cell tumors,Number,2019,5244.143546659632,5935.452179768254,4396.923707489668
Deaths,Global,Both,All ages,Eye cancer,Number,2021,10432.789207134603,12230.905595767701,8013.519827086506
Deaths,Global,Both,All ages,Soft tissue and other extraosseous sarcomas,Number,2021,50203.1391987285,61280.375070367925,43231.997697590225
Deaths,Global,Both,All ages,Malignant neoplasm of bone and articular cartilage,Number,2021,66114.25807447915,74466.87636626887,53305.42997764134
